Landmark Name,X,Y,Z,Squat Type
Left Ankle,0.488998681306839,0.847054123878479,0.0340632274746894,Correct
Right Ankle,0.4457249939441681,0.8841015100479126,-0.2657766044139862,Correct
Left Heel,0.465188056230545,0.8623746633529663,0.0475970953702926,Correct
Right Heel,0.4280221164226532,0.8990985155105591,-0.2574723362922668,Correct
Left Foot Index,0.5172908306121826,0.9070308804512024,-0.0523411445319652,Correct
Right Foot Index,0.4754685163497925,0.9576688408851624,-0.3883697092533112,Correct
Left Elbow,0.5988240838050842,0.5538823008537292,0.0003477836726233,Correct
Right Elbow,0.5288239121437073,0.5579493045806885,-0.382078617811203,Correct
Left Wrist,0.6653047204017639,0.5413687825202942,-0.1931746602058411,Correct
Right Wrist,0.6306782364845276,0.5559920072555542,-0.4197858572006226,Correct
Left Pinky,0.6892727017402649,0.5365901589393616,-0.2175255715847015,Correct
Right Pinky,0.6565374135971069,0.5577258467674255,-0.4676240384578705,Correct
Left Index,0.685895562171936,0.5294205546379089,-0.24525186419487,Correct
Right Index,0.6591108441352844,0.5434814691543579,-0.4570410549640656,Correct
Left Hip,0.4731364548206329,0.6567776203155518,0.0834840163588523,Correct
Right Hip,0.4186607897281647,0.6521704196929932,-0.0832362547516822,Correct
Left Knee,0.5520570874214172,0.7174783945083618,-0.1112351715564728,Correct
Right Knee,0.4844096302986145,0.7306161522865295,-0.4100255370140076,Correct
Left Ankle,0.4868857264518738,0.8467994332313538,0.0576127432286739,Correct
Right Ankle,0.4462695717811584,0.8851096630096436,-0.3020626604557037,Correct
Left Heel,0.4635674655437469,0.8619219064712524,0.0700316727161407,Correct
Right Heel,0.4273381531238556,0.9005452394485474,-0.2962638735771179,Correct
Left Foot Index,0.5171048045158386,0.9057876467704772,-0.0193841885775327,Correct
Right Foot Index,0.4794462025165558,0.9570501446723938,-0.4233425855636597,Correct
Left Elbow,0.5969789028167725,0.5587562322616577,-0.0558258444070816,Correct
Right Elbow,0.5326926708221436,0.554884135723114,-0.4019837379455566,Correct
Left Wrist,0.664882481098175,0.5448744893074036,-0.3091307580471039,Correct
Right Wrist,0.6358939409255981,0.554345428943634,-0.4343668520450592,Correct
Left Pinky,0.6901018023490906,0.5405479073524475,-0.347922682762146,Correct
Right Pinky,0.6607434153556824,0.5576968789100647,-0.4843968749046326,Correct
Left Index,0.6844790577888489,0.5314842462539673,-0.3692981898784637,Correct
Right Index,0.6644023656845093,0.5441381931304932,-0.4716364443302155,Correct
Left Hip,0.4728814959526062,0.6617153882980347,0.0841535627841949,Correct
Right Hip,0.4179280996322632,0.6558031439781189,-0.0838880985975265,Correct
Left Knee,0.5516111254692078,0.7153232097625732,-0.1376085579395294,Correct
Right Knee,0.4855401813983917,0.7296258211135864,-0.4405478835105896,Correct
Left Ankle,0.4868680834770203,0.8442509174346924,0.0416987463831901,Correct
Right Ankle,0.4456410706043243,0.8825950026512146,-0.3061627447605133,Correct
Left Heel,0.4629718363285065,0.8612372875213623,0.0543415732681751,Correct
Right Heel,0.4260693788528442,0.8979416489601135,-0.2975730895996094,Correct
Left Foot Index,0.5172933340072632,0.900891661643982,-0.040306232869625,Correct
Right Foot Index,0.4792086184024811,0.9536978602409364,-0.4305182695388794,Correct
Left Elbow,0.5962870717048645,0.5561862587928772,-0.0436809472739696,Correct
Right Elbow,0.5347238183021545,0.5602703094482422,-0.4082126617431641,Correct
Left Wrist,0.6640927195549011,0.5467562079429626,-0.2803288698196411,Correct
Right Wrist,0.6368297934532166,0.5591544508934021,-0.4314490258693695,Correct
Left Pinky,0.6889476180076599,0.5434296131134033,-0.3132878541946411,Correct
Right Pinky,0.6609910130500793,0.5617088079452515,-0.4810352325439453,Correct
Left Index,0.6834331154823303,0.5353267788887024,-0.3369365930557251,Correct
Right Index,0.664208710193634,0.5481694340705872,-0.4675665497779846,Correct
Left Hip,0.4730059504508972,0.6599381566047668,0.0887814462184906,Correct
Right Hip,0.418930321931839,0.6566358804702759,-0.0886670798063278,Correct
Left Knee,0.5512866377830505,0.711778998374939,-0.0588943473994731,Correct
Right Knee,0.4843382239341736,0.7275210022926331,-0.4457752406597137,Correct
Left Ankle,0.4861303865909576,0.8406121134757996,0.12918721139431,Correct
Right Ankle,0.4452154040336609,0.8863074779510498,-0.3219641745090485,Correct
Left Heel,0.4629121720790863,0.8587694764137268,0.143444612622261,Correct
Right Heel,0.4252897202968597,0.9040475487709044,-0.3164979815483093,Correct
Left Foot Index,0.5202531218528748,0.8958743810653687,0.0534961260855197,Correct
Right Foot Index,0.4824253022670746,0.9546520709991456,-0.4570015370845795,Correct
Left Elbow,0.5987299084663391,0.5578141808509827,-0.0889728367328643,Correct
Right Elbow,0.5378377437591553,0.5613059401512146,-0.4388900697231293,Correct
Left Wrist,0.6646277904510498,0.5465494990348816,-0.3563372194766998,Correct
Right Wrist,0.6395755410194397,0.5571010112762451,-0.4802988767623901,Correct
Left Pinky,0.6896070837974548,0.5433428287506104,-0.3991190791130066,Correct
Right Pinky,0.6632086634635925,0.5594615340232849,-0.532464861869812,Correct
Left Index,0.6828969120979309,0.5344173908233643,-0.4191449582576752,Correct
Right Index,0.6664485335350037,0.5458818674087524,-0.5195875763893127,Correct
Left Hip,0.4746981561183929,0.6643903851509094,0.0878567174077034,Correct
Right Hip,0.4188828766345978,0.6599517464637756,-0.087729312479496,Correct
Left Knee,0.555564820766449,0.7145312428474426,-0.1274762600660324,Correct
Right Knee,0.4851028025150299,0.726244330406189,-0.4851204454898834,Correct
Left Ankle,0.4873833060264587,0.8414602279663086,0.1177511662244797,Correct
Right Ankle,0.4457145035266876,0.8856714367866516,-0.3263772130012512,Correct
Left Heel,0.4628350138664246,0.8596100211143494,0.1414482891559601,Correct
Right Heel,0.4254805743694305,0.9032459855079652,-0.3174979388713837,Correct
Left Foot Index,0.520497739315033,0.8964251279830933,0.000363419210771,Correct
Right Foot Index,0.4818973541259766,0.9555529952049256,-0.4596423804759979,Correct
Left Elbow,0.5993133187294006,0.5618724226951599,-0.0761360451579094,Correct
Right Elbow,0.5407833456993103,0.5653038620948792,-0.4249685406684875,Correct
Left Wrist,0.6660007834434509,0.5472843050956726,-0.3328663408756256,Correct
Right Wrist,0.6432539820671082,0.5611810684204102,-0.4629719853401184,Correct
Left Pinky,0.6915361285209656,0.5437394976615906,-0.3717900514602661,Correct
Right Pinky,0.6665311455726624,0.5650086998939514,-0.5151698589324951,Correct
Left Index,0.6839008927345276,0.5345162749290466,-0.3947440981864929,Correct
Right Index,0.6705666184425354,0.5507900714874268,-0.5038565993309021,Correct
Left Hip,0.4754878580570221,0.666205644607544,0.0869856029748916,Correct
Right Hip,0.418915182352066,0.6632148027420044,-0.0868507921695709,Correct
Left Knee,0.5599300861358643,0.7123814821243286,-0.1353632807731628,Correct
Right Knee,0.4853323698043823,0.7241178154945374,-0.4974523484706879,Correct
Left Ankle,0.4873031675815582,0.8380487561225891,0.0890307649970054,Correct
Right Ankle,0.4463590085506439,0.8843078017234802,-0.3394370377063751,Correct
Left Heel,0.4626897573471069,0.8555892109870911,0.1070427149534225,Correct
Right Heel,0.4258950650691986,0.901831030845642,-0.3301630914211273,Correct
Left Foot Index,0.5190220475196838,0.8937961459159851,-0.0094066364690661,Correct
Right Foot Index,0.4839604496955872,0.9550845623016356,-0.4786061644554138,Correct
Left Elbow,0.5985685586929321,0.5630106329917908,-0.069459781050682,Correct
Right Elbow,0.5412335991859436,0.5676773190498352,-0.4068063795566559,Correct
Left Wrist,0.6652318835258484,0.5496214032173157,-0.3146028518676758,Correct
Right Wrist,0.6452009677886963,0.565766453742981,-0.4417080581188202,Correct
Left Pinky,0.6906870007514954,0.5455844402313232,-0.3529119789600372,Correct
Right Pinky,0.6688059568405151,0.5699445605278015,-0.4906330406665802,Correct
Left Index,0.6841419339179993,0.5368531346321106,-0.3731910884380341,Correct
Right Index,0.6722099781036377,0.5551475286483765,-0.4789900779724121,Correct
Left Hip,0.4766698777675629,0.6645556092262268,0.0854789242148399,Correct
Right Hip,0.4201315343379974,0.6619443297386169,-0.0853279307484626,Correct
Left Knee,0.5632743835449219,0.7119767069816589,-0.1401219815015793,Correct
Right Knee,0.4893787205219269,0.7235116362571716,-0.4533925950527191,Correct
Left Ankle,0.4901966750621796,0.837541401386261,0.0625015124678611,Correct
Right Ankle,0.4491921067237854,0.8836285471916199,-0.3050470948219299,Correct
Left Heel,0.4646154046058655,0.8553846478462219,0.0779741629958152,Correct
Right Heel,0.4285302758216858,0.9006989002227783,-0.2957467436790466,Correct
Left Foot Index,0.5196037292480469,0.8923755288124084,-0.0189846027642488,Correct
Right Foot Index,0.484041690826416,0.9546834230422974,-0.4302752912044525,Correct
Left Elbow,0.601441502571106,0.5594103336334229,-0.0392943732440471,Correct
Right Elbow,0.5478324294090271,0.5701201558113098,-0.4478420913219452,Correct
Left Wrist,0.6676146984100342,0.5479368567466736,-0.2590348720550537,Correct
Right Wrist,0.6483809947967529,0.563545286655426,-0.4857001602649689,Correct
Left Pinky,0.6925341486930847,0.543799102306366,-0.2856791913509369,Correct
Right Pinky,0.6716339588165283,0.565756618976593,-0.5384959578514099,Correct
Left Index,0.6861997842788696,0.536816418170929,-0.3124530911445618,Correct
Right Index,0.674713134765625,0.5515688061714172,-0.5244455933570862,Correct
Left Hip,0.4770347476005554,0.6659988760948181,0.0878122523427009,Correct
Right Hip,0.4208787679672241,0.665950357913971,-0.0877256914973259,Correct
Left Knee,0.5659252405166626,0.7076060771942139,-0.1211175844073296,Correct
Right Knee,0.4869946241378784,0.7274436354637146,-0.4746448695659637,Correct
Left Ankle,0.4898616969585419,0.8325299620628357,0.1063368171453476,Correct
Right Ankle,0.4475575089454651,0.8855670094490051,-0.3205366730690002,Correct
Left Heel,0.4637538492679596,0.8496472239494324,0.1227331385016441,Correct
Right Heel,0.4269821047782898,0.9034977555274964,-0.3125807642936707,Correct
Left Foot Index,0.5218874216079712,0.8879543542861938,0.0211545452475547,Correct
Right Foot Index,0.4839241802692413,0.9532278776168824,-0.4653106033802032,Correct
Left Elbow,0.6011456847190857,0.5579373240470886,-0.0444673746824264,Correct
Right Elbow,0.5417649745941162,0.5588251352310181,-0.4541950225830078,Correct
Left Wrist,0.6633017659187317,0.5527031421661377,-0.2756127417087555,Correct
Right Wrist,0.6440728306770325,0.5582674145698547,-0.5108601450920105,Correct
Left Pinky,0.6867006421089172,0.5500537157058716,-0.308897465467453,Correct
Right Pinky,0.6666647791862488,0.5613536238670349,-0.5707604885101318,Correct
Left Index,0.679716944694519,0.5421870350837708,-0.3290092051029205,Correct
Right Index,0.6713000535964966,0.5487610697746277,-0.5530988574028015,Correct
Left Hip,0.4718239903450012,0.6641892194747925,0.0887243300676345,Correct
Right Hip,0.419518381357193,0.6600042581558228,-0.0886224582791328,Correct
Left Knee,0.5499238967895508,0.7121713161468506,-0.1335221827030182,Correct
Right Knee,0.488315224647522,0.7180788516998291,-0.46796053647995,Correct
Left Ankle,0.4835357069969177,0.8498271703720093,0.0568397864699363,Correct
Right Ankle,0.4500099122524261,0.8713180422782898,-0.3144702017307281,Correct
Left Heel,0.45822873711586,0.8699068427085876,0.0614958889782428,Correct
Right Heel,0.4296785891056061,0.8884482979774475,-0.306263267993927,Correct
Left Foot Index,0.5174142122268677,0.9053909182548524,-0.0738241374492645,Correct
Right Foot Index,0.4834665954113007,0.9383640885353088,-0.45497065782547,Correct
Left Elbow,0.5954819917678833,0.5628621578216553,-0.0275806095451116,Correct
Right Elbow,0.5445274114608765,0.5714337229728699,-0.3955506384372711,Correct
Left Wrist,0.6577602028846741,0.5554956197738647,-0.2268314957618713,Correct
Right Wrist,0.6430992484092712,0.5660600066184998,-0.412373811006546,Correct
Left Pinky,0.680514931678772,0.5519302487373352,-0.2523449659347534,Correct
Right Pinky,0.6660950183868408,0.5670900344848633,-0.4607588648796082,Correct
Left Index,0.6745875477790833,0.5452338457107544,-0.2781637609004974,Correct
Right Index,0.6682565808296204,0.5539570450782776,-0.449855625629425,Correct
Left Hip,0.472616046667099,0.6695669889450073,0.0887346342206001,Correct
Right Hip,0.4218573570251465,0.6679617166519165,-0.0886298492550849,Correct
Left Knee,0.550703763961792,0.7186868786811829,0.0051028495654463,Correct
Right Knee,0.4905921518802643,0.7323525547981262,-0.4091882109642029,Correct
Left Ankle,0.4813293218612671,0.8347419500350952,0.1830897927284241,Correct
Right Ankle,0.4470675885677338,0.8825318813323975,-0.2939276993274689,Correct
Left Heel,0.4559881985187531,0.8522389531135559,0.1967973262071609,Correct
Right Heel,0.4252328872680664,0.8984453082084656,-0.28787761926651,Correct
Left Foot Index,0.514256477355957,0.8879702687263489,0.1272031366825104,Correct
Right Foot Index,0.4836519360542297,0.9495137333869934,-0.4131732583045959,Correct
Left Elbow,0.5816189646720886,0.5566807985305786,0.1404150277376175,Correct
Right Elbow,0.5397619605064392,0.5561414957046509,-0.3764063119888306,Correct
Left Wrist,0.6424649953842163,0.5612808465957642,0.0113293956965208,Correct
Right Wrist,0.6372120976448059,0.5642656087875366,-0.4143961369991302,Correct
Left Pinky,0.6661529541015625,0.5572901964187622,0.0007055746973492,Correct
Right Pinky,0.6587361693382263,0.565622091293335,-0.4671883583068848,Correct
Left Index,0.6591926217079163,0.5519772171974182,-0.035386573523283,Correct
Right Index,0.6612568497657776,0.5541459321975708,-0.4496449530124664,Correct
Left Hip,0.4676328897476196,0.6559656858444214,0.1043263971805573,Correct
Right Hip,0.4286195635795593,0.6556271314620972,-0.1041223928332329,Correct
Left Knee,0.5478571653366089,0.7131054401397705,0.0028415024280548,Correct
Right Knee,0.4970712959766388,0.7313541769981384,-0.3915046453475952,Correct
Left Ankle,0.4829495847225189,0.8315640091896057,0.1341257095336914,Correct
Right Ankle,0.4479669332504272,0.8772306442260742,-0.3040481209754944,Correct
Left Heel,0.4594709575176239,0.846994936466217,0.1433617025613785,Correct
Right Heel,0.42556032538414,0.8902968764305115,-0.3025348782539368,Correct
Left Foot Index,0.5136644244194031,0.8839907050132751,0.0633628591895103,Correct
Right Foot Index,0.4790618121623993,0.9445196390151978,-0.4173841774463654,Correct
Left Elbow,0.5999658703804016,0.5619357824325562,0.0173208191990852,Correct
Right Elbow,0.5456544756889343,0.5704484581947327,-0.4109854996204376,Correct
Left Wrist,0.6539074182510376,0.5563739538192749,-0.2321285903453827,Correct
Right Wrist,0.6451536417007446,0.5658289194107056,-0.4273386597633362,Correct
Left Pinky,0.6742480397224426,0.5522826313972473,-0.2654934227466583,Correct
Right Pinky,0.668682336807251,0.5664377212524414,-0.478950023651123,Correct
Left Index,0.667445182800293,0.5454000234603882,-0.2896921932697296,Correct
Right Index,0.67043137550354,0.5533672571182251,-0.46467524766922,Correct
Left Hip,0.4759887158870697,0.667434811592102,0.0985507071018219,Correct
Right Hip,0.4291646778583527,0.6678081154823303,-0.0984104052186012,Correct
Left Knee,0.5527525544166565,0.7186599969863892,-0.0101389205083251,Correct
Right Knee,0.4958834946155548,0.7453091740608215,-0.3756570816040039,Correct
Left Ankle,0.4836811125278473,0.8365205526351929,0.1606823652982712,Correct
Right Ankle,0.4482655227184296,0.8881065249443054,-0.2527485489845276,Correct
Left Heel,0.4587873220443726,0.8538014888763428,0.1734998971223831,Correct
Right Heel,0.4248945415019989,0.9035810828208924,-0.2484365850687027,Correct
Left Foot Index,0.5180158019065857,0.8879140019416809,0.0995829254388809,Correct
Right Foot Index,0.4863510727882385,0.95313960313797,-0.3753653466701508,Correct
Left Elbow,0.5932531952857971,0.5661701560020447,-0.0027930093929171,Correct
Right Elbow,0.5390452146530151,0.5728517770767212,-0.4463767409324646,Correct
Left Wrist,0.6546927094459534,0.5626295208930969,-0.2139325141906738,Correct
Right Wrist,0.6395691633224487,0.5731814503669739,-0.4986023008823395,Correct
Left Pinky,0.6772022843360901,0.5584815740585327,-0.2387769818305969,Correct
Right Pinky,0.6627331972122192,0.5754519104957581,-0.5547948479652405,Correct
Left Index,0.673486590385437,0.553047239780426,-0.267917662858963,Correct
Right Index,0.6656891107559204,0.5629069209098816,-0.5402311682701111,Correct
Left Hip,0.4773460626602173,0.6663186550140381,0.0979530811309814,Correct
Right Hip,0.4283727407455444,0.6672691106796265,-0.0978441312909126,Correct
Left Knee,0.5590800046920776,0.7111329436302185,-0.0702459663152694,Correct
Right Knee,0.4983491599559784,0.7372680902481079,-0.4221779406070709,Correct
Left Ankle,0.488068014383316,0.8325340151786804,0.1019560098648071,Correct
Right Ankle,0.4481891393661499,0.8831248879432678,-0.3183853328227997,Correct
Left Heel,0.4625485837459564,0.8498610258102417,0.1150654554367065,Correct
Right Heel,0.4245569407939911,0.8983949422836304,-0.314664751291275,Correct
Left Foot Index,0.5218626856803894,0.8861658573150635,0.0275938622653484,Correct
Right Foot Index,0.4857717156410217,0.9506233930587769,-0.4529773592948914,Correct
Left Elbow,0.5964400172233582,0.5641176700592041,-0.0186621006578207,Correct
Right Elbow,0.5427339673042297,0.5794578790664673,-0.5029665231704712,Correct
Left Wrist,0.6529463529586792,0.5605319142341614,-0.2374186962842941,Correct
Right Wrist,0.6415996551513672,0.5710674524307251,-0.5449464917182922,Correct
Left Pinky,0.6743894219398499,0.5570352077484131,-0.2632533311843872,Correct
Right Pinky,0.6655412912368774,0.5719658732414246,-0.6027567982673645,Correct
Left Index,0.66981440782547,0.5518362522125244,-0.2938278615474701,Correct
Right Index,0.667963445186615,0.558455765247345,-0.5876420736312866,Correct
Left Hip,0.4809085726737976,0.6653833389282227,0.1048298850655556,Correct
Right Hip,0.4322008788585663,0.6694360971450806,-0.1047710701823235,Correct
Left Knee,0.5611082911491394,0.7058214545249939,0.0243127010762691,Correct
Right Knee,0.4990618824958801,0.7333146333694458,-0.4354255795478821,Correct
Left Ankle,0.4869880676269531,0.824941098690033,0.2267590314149857,Correct
Right Ankle,0.4482564032077789,0.8836066126823425,-0.3385792076587677,Correct
Left Heel,0.461906909942627,0.8430314660072327,0.241957038640976,Correct
Right Heel,0.4245317280292511,0.9014707207679749,-0.3367152512073517,Correct
Left Foot Index,0.5210713148117065,0.8759651780128479,0.1503684371709824,Correct
Right Foot Index,0.4884094297885895,0.9479842782020568,-0.490400642156601,Correct
Left Elbow,0.5964013934135437,0.5625421404838562,0.0108649134635925,Correct
Right Elbow,0.5412078499794006,0.5811452269554138,-0.5067532658576965,Correct
Left Wrist,0.6548087000846863,0.5625645518302917,-0.1418247222900391,Correct
Right Wrist,0.6400040984153748,0.5801571607589722,-0.5628032684326172,Correct
Left Pinky,0.6758425831794739,0.558464765548706,-0.1540165096521378,Correct
Right Pinky,0.6638135313987732,0.5817042589187622,-0.621898353099823,Correct
Left Index,0.6749256253242493,0.5549337267875671,-0.1899123787879944,Correct
Right Index,0.6647637486457825,0.5685182809829712,-0.6065462231636047,Correct
Left Hip,0.4797755479812622,0.6636690497398376,0.1078275293111801,Correct
Right Hip,0.4331581890583038,0.6656695008277893,-0.1077902019023895,Correct
Left Knee,0.5590136647224426,0.7059353590011597,0.0131457699462771,Correct
Right Knee,0.4975329339504242,0.7396432757377625,-0.4202047884464264,Correct
Left Ankle,0.4880000650882721,0.821911633014679,0.2112903594970703,Correct
Right Ankle,0.4492612779140472,0.8832096457481384,-0.3300102651119232,Correct
Left Heel,0.4645020663738251,0.8391333222389221,0.225634440779686,Correct
Right Heel,0.4254765212535858,0.9003525376319885,-0.321674257516861,Correct
Left Foot Index,0.5200792551040649,0.8706667423248291,0.1288019120693207,Correct
Right Foot Index,0.4886468648910522,0.9454957246780396,-0.4716872572898865,Correct
Left Elbow,0.6049444079399109,0.5646461248397827,-0.0924189537763595,Correct
Right Elbow,0.5403271913528442,0.5773742198944092,-0.4341995418071747,Correct
Left Wrist,0.6507749557495117,0.5589620471000671,-0.3259817063808441,Correct
Right Wrist,0.6377571821212769,0.570604145526886,-0.4783617556095123,Correct
Left Pinky,0.6704530119895935,0.5572872757911682,-0.3651887178421021,Correct
Right Pinky,0.6610999703407288,0.5728995203971863,-0.5285656452178955,Correct
Left Index,0.6646466851234436,0.5494654178619385,-0.3833124339580536,Correct
Right Index,0.6639679670333862,0.5594295859336853,-0.5168710947036743,Correct
Left Hip,0.4863380193710327,0.6644327640533447,0.0892617776989936,Correct
Right Hip,0.4362024664878845,0.6639271974563599,-0.0890700295567512,Correct
Left Knee,0.5537121295928955,0.716806173324585,-0.122304692864418,Correct
Right Knee,0.4955349862575531,0.7333791255950928,-0.4045089483261108,Correct
Left Ankle,0.4892883598804474,0.8386884927749634,0.0645693764090538,Correct
Right Ankle,0.4481815099716187,0.8749271631240845,-0.2403149902820587,Correct
Left Heel,0.4649902880191803,0.8564345836639404,0.0765341892838478,Correct
Right Heel,0.4269652664661407,0.8906040191650391,-0.2313359081745148,Correct
Left Foot Index,0.5218671560287476,0.8910463452339172,-0.0359835736453533,Correct
Right Foot Index,0.482164055109024,0.9404284954071044,-0.3826371729373932,Correct
Left Elbow,0.6013769507408142,0.5698729157447815,-0.0803824141621589,Correct
Right Elbow,0.5388344526290894,0.5822168588638306,-0.4428368508815765,Correct
Left Wrist,0.6526565551757812,0.5600792169570923,-0.3145217001438141,Correct
Right Wrist,0.6400569081306458,0.5713106393814087,-0.4960076212882996,Correct
Left Pinky,0.6742719411849976,0.5589897036552429,-0.3475687801837921,Correct
Right Pinky,0.6654824614524841,0.5734409689903259,-0.5498217344284058,Correct
Left Index,0.6663752198219299,0.549894392490387,-0.3696025609970093,Correct
Right Index,0.6691847443580627,0.5597402453422546,-0.5331099629402161,Correct
Left Hip,0.4844383895397186,0.6762378215789795,0.0895085856318473,Correct
Right Hip,0.4352949857711792,0.6756536960601807,-0.0893741473555564,Correct
Left Knee,0.5526430606842041,0.7255434393882751,-0.0454992689192295,Correct
Right Knee,0.5007435083389282,0.7333675622940063,-0.4026098847389221,Correct
Left Ankle,0.4886212050914764,0.8404586315155029,0.1630270183086395,Correct
Right Ankle,0.4490484297275543,0.8748578429222107,-0.2372708171606064,Correct
Left Heel,0.4643654227256775,0.8576021790504456,0.1781157851219177,Correct
Right Heel,0.4269164204597473,0.8906870484352112,-0.2267334759235382,Correct
Left Foot Index,0.5203962326049805,0.8917837142944336,0.0923544913530349,Correct
Right Foot Index,0.4860635995864868,0.9398148059844972,-0.3497538566589355,Correct
Left Elbow,0.5967963933944702,0.5736113786697388,-0.071926936507225,Correct
Right Elbow,0.5444334745407104,0.5724366903305054,-0.4825391173362732,Correct
Left Wrist,0.6282395720481873,0.571641206741333,-0.3221859037876129,Correct
Right Wrist,0.6441389918327332,0.5668708086013794,-0.5487653017044067,Correct
Left Pinky,0.6418875455856323,0.5742866396903992,-0.3631187081336975,Correct
Right Pinky,0.6671527028083801,0.5716544389724731,-0.6095400452613831,Correct
Left Index,0.6309226155281067,0.5625776648521423,-0.3818735778331757,Correct
Right Index,0.6728630065917969,0.5606024265289307,-0.5922472476959229,Correct
Left Hip,0.4886267483234406,0.6775306463241577,0.0905083492398262,Correct
Right Hip,0.4373227059841156,0.6767000555992126,-0.0903469771146774,Correct
Left Knee,0.5497246980667114,0.7248561978340149,-0.0500333197414875,Correct
Right Knee,0.4934874773025513,0.7396718859672546,-0.4994110465049744,Correct
Left Ankle,0.4819141030311584,0.8466523885726929,0.1627840399742126,Correct
Right Ankle,0.4473652541637421,0.885448157787323,-0.3880965411663055,Correct
Left Heel,0.4573217332363129,0.8677399158477783,0.1779642254114151,Correct
Right Heel,0.4252659976482391,0.9053258299827576,-0.3873592019081116,Correct
Left Foot Index,0.5166938304901123,0.8927777409553528,0.0559535957872867,Correct
Right Foot Index,0.4882177710533142,0.9438331127166748,-0.5667118430137634,Correct
Left Elbow,0.5938440561294556,0.5726135969161987,-0.0372745543718338,Correct
Right Elbow,0.5513451099395752,0.5661885738372803,-0.499327152967453,Correct
Left Wrist,0.6336623430252075,0.5697250366210938,-0.2580387592315674,Correct
Right Wrist,0.6517515182495117,0.5675007700920105,-0.5570114850997925,Correct
Left Pinky,0.6498295068740845,0.5696552991867065,-0.2865995168685913,Correct
Right Pinky,0.6736665964126587,0.5719277858734131,-0.6214987635612488,Correct
Left Index,0.643194317817688,0.5607196092605591,-0.3129794299602509,Correct
Right Index,0.6785915493965149,0.5606625080108643,-0.5990955233573914,Correct
Left Hip,0.485497921705246,0.6736578345298767,0.0922460108995437,Correct
Right Hip,0.4355303943157196,0.6736316084861755,-0.0920491442084312,Correct
Left Knee,0.5439329147338867,0.7265095114707947,-0.0438364893198013,Correct
Right Knee,0.4847615957260132,0.7496114373207092,-0.4737686514854431,Correct
Left Ankle,0.4821495711803436,0.8535224795341492,0.1334427744150162,Correct
Right Ankle,0.4459391534328461,0.8882838487625122,-0.3784395456314087,Correct
Left Heel,0.4578815400600433,0.8751086592674255,0.1449562460184097,Correct
Right Heel,0.4251670241355896,0.9060407280921936,-0.3785511553287506,Correct
Left Foot Index,0.5190652012825012,0.8991600871086121,0.0348024442791938,Correct
Right Foot Index,0.4873386025428772,0.944711446762085,-0.507470965385437,Correct
Left Elbow,0.5977649092674255,0.5683363676071167,-0.0356737039983272,Correct
Right Elbow,0.5450628995895386,0.5662274956703186,-0.4666031301021576,Correct
Left Wrist,0.6466023921966553,0.5662726759910583,-0.2370921075344086,Correct
Right Wrist,0.6396366357803345,0.5713678002357483,-0.5361946821212769,Correct
Left Pinky,0.665679931640625,0.5658239126205444,-0.2658752202987671,Correct
Right Pinky,0.6598623394966125,0.5753083825111389,-0.5967842936515808,Correct
Left Index,0.6587002873420715,0.5589736104011536,-0.2923770844936371,Correct
Right Index,0.6675347685813904,0.5635945200920105,-0.5785704255104065,Correct
Left Hip,0.4860948026180267,0.6683833599090576,0.0936698764562606,Correct
Right Hip,0.4388149976730347,0.6713718175888062,-0.0935559198260307,Correct
Left Knee,0.545839250087738,0.7142259478569031,-0.0198211967945098,Correct
Right Knee,0.490042507648468,0.7395915985107422,-0.4025135934352875,Correct
Left Ankle,0.4853278696537018,0.8353039622306824,0.1575078070163727,Correct
Right Ankle,0.4458822011947632,0.8837318420410156,-0.295389711856842,Correct
Left Heel,0.4624881148338318,0.8547623157501221,0.1694659888744354,Correct
Right Heel,0.4241592288017273,0.9019492864608764,-0.2941994071006775,Correct
Left Foot Index,0.5188472270965576,0.8830642700195312,0.0740952342748642,Correct
Right Foot Index,0.4872557818889618,0.9426453113555908,-0.4321409463882446,Correct
Left Elbow,0.5950044989585876,0.5714733004570007,-0.0631522461771965,Correct
Right Elbow,0.5425387024879456,0.5738030076026917,-0.447300523519516,Correct
Left Wrist,0.6410605311393738,0.5680641531944275,-0.2774938642978668,Correct
Right Wrist,0.6430128216743469,0.5712863802909851,-0.5079630017280579,Correct
Left Pinky,0.6586193442344666,0.5682050585746765,-0.3084163665771484,Correct
Right Pinky,0.6668326258659363,0.5747960805892944,-0.5627542734146118,Correct
Left Index,0.6498211622238159,0.5597394108772278,-0.3303689658641815,Correct
Right Index,0.6713804006576538,0.5635815858840942,-0.5467678904533386,Correct
Left Hip,0.4873203635215759,0.6741446852684021,0.090607926249504,Correct
Right Hip,0.4387897253036499,0.6736448407173157,-0.090549498796463,Correct
Left Knee,0.5466139316558838,0.7211908102035522,-0.0366930179297924,Correct
Right Knee,0.5007012486457825,0.7347661852836609,-0.3927481472492218,Correct
Left Ankle,0.4834435880184174,0.8387727737426758,0.1326442360877991,Correct
Right Ankle,0.4483891725540161,0.8766933679580688,-0.264487236738205,Correct
Left Heel,0.4615350365638733,0.8572540283203125,0.1429809778928757,Correct
Right Heel,0.4243211150169373,0.8942660689353943,-0.2587560713291168,Correct
Left Foot Index,0.5156611800193787,0.886732280254364,0.0464797653257846,Correct
Right Foot Index,0.488465815782547,0.9372949600219728,-0.3920167684555054,Correct
Left Elbow,0.5949670076370239,0.5621703863143921,0.0710949599742889,Correct
